1004804,Carlsbad Downtown Farmers' Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,102 N. Canal St.,Carlsbad,Eddy,New Mexico,
1017923,Carlton County Farmers Market Carlton,http://carltoncountyfarmersmarket.com,90 Chestnut Avenue,Carlton,Carlton,Minnesota,55718
1017922,Carlton County Farmers Market Cloquet,http://carltoncountyfarmersmarket.com,904 Hwy 33 South,Cloquet,Carlton,Minnesota,55720
1002693,Carlyle Courthouse Square Farmers Market,http://www.playandstaycarlyle.com,On 8th Street between Fairfax and Franklin (Old RT.50),Carlyle,Clinton,Illinois,62231
1007367,Carmel Farmers Market,http://www.carmelfarmersmarket.com,5 Center Green,Carmel,Hamilton,Indiana,46032
1008450,Carmel Farmers Markets at the Barnyard Shopping Village,http://www.montereybayfarmers.org,3690 The Barnyard,Carmel,Monterey,California,93923
1006651,Carnation Farmers Market,http://www.carnationfarmersmarket.org,Corner of Bird and Stossel,Carnation,King,Washington,98014
1009038,Caro Farmers Market,http://www.carochamber.org,M-81 on Court House Lawn,Caro,Tuscola,Michigan,48723
1010092,Carolina Beach Farmer's Market,http://carolinabeachfarmersmarket.com/,Lake Park Blvd at Atlanta Ave,Carolina Beach,New Hanover,North Carolina,28428
1012028,Carolina Forest Farmers Market,http://waccamawmarkets.org/,2554 Carolina Forest Blvd,Myrtle Beach ,Horry,South Carolina,29579
1010106,Caroline Farmers Market,http://www.brooktondalecc.org,522 Valley Road,Brooktondale,Tompkins,New York,14817
1006968,Carondelet Farmers' Market,,7701 S. Broadway,St. Louis,St. Louis,Missouri,63111
1011610,Carousel Park Farmers Market,http://www.nccde.org/farmersmarkets,3700 Limestone Road,Wilmington,New Castle,Delaware,19808
1006696,Carpenteria CFM,,800 Block Linden Ave.,Carpenteria,SANTA BARBARA,California,
1011740,Carrboro Farmers' Market,http://www.carrborofarmersmarket.com,301 West Main Street,Carrboro,Orange,North Carolina,27510
1007100,Carrick Citparks Farmers Market,,Carrick Shopping Center,Pittsburg,Allegheny,Pennsylvania,15210
1017930,Carrick Citparks Farmers Market,,1529 Brownsville Road,Pittsburgh ,Allegheny,Pennsylvania,15210
1004738,Carroll County Farmer's Market,http://www.carrollcountyfarmersmarket.com,700 Agricultural Center Drive,Westminster,Carroll,Maryland,21157
1004016,Carroll Farmers Market,http://www.mmdividercd.org,Westgate Mall parking lot,Carroll,Carroll,Iowa,51401
1006021,Carroll Gardens Greenmarket,http://www.grownyc.org/greenmarket/brooklyn/carroll-gardens,"Carroll St, between Court & Smith Sts",Brookyn,Kings,New York,11231
1008322,Carrollton Farmers Market,,Carrollton Uptown Square,Carrollton,Carroll,Missouri,64633
1000808,"Carrollton, Illinois Chamber of Commerce Farmer's Market",,524 S.5th St.,Carrollton,Greene,Illinois,62016
1006098,Carrolton Weekly Farmers Market,,SR 43 S.,Carrolton,Carroll,Ohio,44615
1000369,Carson Farmers Market,http://www.farmernet.com,Carson St. & Bonita St.,Carson,Los Angeles,California,90810
1007563,Carter County Farmers’ Market,,94 Fairground Drive,Grayson,Carter,Kentucky,
1001264,Carthage Farm & Craft Farmers Market,http://www.carthage.ny.com,"Market Pavillion, Riverside Drive",Carthage,Jefferson,New York,
1002722,Carthage Farmers Market,,Courthouse Square,Carthage,Hancock,Illinois,62321
1007651,Carthage Farmers' Market,,Downtown square,Carthage,Jasper,Missouri,64836
1002263,Cartwright Pavilion Farmers Market,,2nd Avenue & State Street,Marshalltown,Marshall,Iowa,50158
1012093,Carver Farmers Market,,108 Main St.,Carver,Plymouth,Massachusetts,2330
1012173,Cary Downtown Farmers Market,http://www.caryfarmersmarket.com,135 W. Chatham St,Cary,Wake,North Carolina,27511
1009997,Cary Farmers Market,http://www.carygrovechamber.com,W. Main Street and Rt. 14,Cary,McHenry,Illinois,60013
1011489,Casa Larga Vineyards Farm to Table to Marketplace,http://www.casalarga.com/The-Winery/Events/Marketplace,2287 Turk Hill Road,Fairport,Monroe,New York,14450
1002636,Cascade Farmers Market,http://www.cascadeiowa.org,Riverview Park,Cascade,Dubuque,Iowa,52033
1002040,Cascade Locks Farmers & Artists market,http://www.windancefarmsandart.com,Cascade Locks Mall,Cascade Locks,,Oregon,97220
1000566,Casco Farmers' Market,http://www.cascofarmersmarket.org,"940 Meadow Road, Route 121",Casco,Cumberland,Maine,4015
1008997,Case Western Reserve University Farmers Market,http://students.case.edu/farm/food/farmermarket.html,2109 Adelbert Rd.,Cleveland ,Cuyahoga,Ohio,44106
1006912,Cashiers Tailgate Market,,"in Downtown Cashier, heading west on Hwy 64 , In the parking lot of Cashiers Community Center between Cashiers and fire station",Cashier,Jackson County,North Carolina,
1007668,Cass County Farmers' Market,http://www.cassfarmers.com,2601 Cantrell Rd,Adrian,Bates,Missouri,64720
1007644,Cass Lake Farmers' Market,,Downtown Cass Lake,Cass Lake,Cass County,Minnesota,
1009464,Cassopolis Farmers Market ,http://www.localharvest.org/cassopolis-farmers-market-M22415,980 East State Street (across from the Phillips 66 station),Cassopolis ,,Michigan,49031
1004317,Cassville Farmers Market,,Riverside Park,Cassville,Grant,Wisconsin,53806
1003586,Castine Farmers' Market,http://www.castinefarmersmarket.org/,1 School St.,Castine,Hancock,Maine,4420
1011711,Castle Hills Farm To Market,http://localfarmtomarket.com,2211 NW Military,Castle Hills ,Bexar,Texas,78213
1003143,"Castle Rock Farmers Market, aka Plum Creek Valley Farmers Market",http://www.douglascountyextension.org,3rd Sreet and Wilcox ,Castle Rock,Douglas,Colorado,80104
1002900,Castleton Village Farmers' Market,,Main Street,Castleton,Rutland,Vermont,5735
1011460,Castro Certified Farmers' Market,http://pcfma.org,Noe St. and Market St.,San Francisco ,San Francisco,California,94114
1007358,Castro Valley Farmers' Market,http://www.urbanvillage@earthlink.net, Redwood Road And Norbridge Ave.,Castro Valley,Alameda,California,94546
1012399,"Caswell County Local Foods Council ""Caswell Farmers Market""",http://www.CaswellLocalFoods.org,4807 NC Hwy 57 N,Semora,Caswell,North Carolina,27344
1007844,"CATALINA, Saturday Market",,16120 N. Oracle Rd.,Tucson,Pima County,Arizona,
1008276,Catawba County Public Health Farmers Market,http://www.catawbacountync.gov/phealth/Adult/FarmersMarket.asp,3070 11th Ave Dr. SE,Hickory,Catawba,North Carolina,28602
1007210,Catawba Farmers Market,,W9241 Highway 8,Catawba,Price,Wisconsin,54515
1012444,Catawba Farms Farmers' Market,http://market.catawbafarms.com,1670 Southwest Blvd,Newton,Catawba,North Carolina,28658
1019159,Catawba Valley Farmers Market,https://www.catawbafarmersmarket.com/,4965 Catawba Creek Road,Catawba,Roanoke,Virginia,24070
1011215,Cathedral Community Farm Stand,,,296 Flower City Park,Monroe,New York,14615
1003681,Catonsville Farmers Market,http://www.catonsvillefarmersmarket.com,5820 Edmondson Ave,Catonsville ,Baltimore,Maryland,21228
1002643,Catonsville Sunday Farmers Market,,730 Frederick Road,Catonsville,Baltimore,Maryland,21228
1003975,Catskill Region Farmers Market,,Main Street and Church Street,Earlton,Greene,New York,12058
1003323,Cavalier Farmers Market,,C Store,Cavalier,Pembina,North Dakota,58220
1008732,Cave City Farmer's Market,http://www.cavecityconventioncenter.com,502 Mammoth Cave St,Cave City,Barren,Kentucky,42127
1002953,Cayucos Farmers Market,,Vets Hall  Parking Lot,Cayucos,San Luis Obispo,California,93430
1010163,Cazenovia Farmers Market,http://www.cazenoviachamber.com/,"Memorial Park, Albany Street",Cazenovia,Madison,New York,13035
1009351,CCC Farmers Market In Bonanza ,http://www.localharvest.org/ccc-farmers-market-in-bonanza-M56709,Highway 70 between 5th and 6th,Bonanza,,Oregon,97623
1006846,CCFA Buena Vista Farmers Market ,,409 E. Main,Buena Vista,Chaffee,Colorado,81211
1006847,CCFA Salida Farmers Market ,,5th and E street,Salida,Chaffee,Colorado,81201
1005295,Cecil B. Moore Farmers' Market,http://thefoodtrust.org/farmers-markets/market/cecil-b-moore,Cecil B. Moore Avenue between Broad and 13th Streets,Philadelphia,Philadelphia,Pennsylvania,19122
1018146,Cecil County Farmers' Market - North East,,308 South Main Street,North East ,Cecil,Maryland,21901
1000690,Cedar City's Downtown Farmer's Market,http://www.extension.usu.edu/ironmg,Hoover & 100 West,Cedar City,Iron,Utah,84720
1000115,Cedar County Farmers Market,,South of Courthouse on 4th Street,Tipton,Cedar,Iowa,52772
1008436,Cedar County Farmers' Market-El Dorado Springs,,1317 S. Hwy 32,El Dorado Springs ,Cedar,Missouri,64744
1012616,Cedar Falls Farmers Market,https://cedarfallsfarmersmarket.net/,Clay & Third Streets,Cedar Falls,Black Hawk,Iowa,50613
1012484,Cedar Mill Farmers Market,http://www.cedarmillfarmersmarket.org,Corner Of NW Cornell and Murray Roads,Portland,Washington,Oregon,97229
1006003,Cedar St. Greenmarket,http://www.cenyc.org,Cedar Street between Church & Broadway,New York City,New York,New York,
1003488,Cedar Valley Farmers Market,http://www.doylescedarhill.com/farmers-market,01 railroad street,Murphy,Cherokee,North Carolina,28906
1002363,Cedar Valley Farmers Market I,,SE Corner of Kimball Avenue & Rodgeway Road,Waterloo,Black Hawk,Iowa,50701
1007208,Cedarburg Farmers Market,,Cedarburg Cultural Center,Cedarburg,Ozaukee,Wisconsin,53012
1006849,Celebration Market in Sulphur Springs,http://www.sulphurspringsfarmersmarket.com,Celebration Plaza ,Sulphur Springs,Hopkins,Texas,75482
1003361,Celebration Sunday Farmers Market,,Corner of Celebration Avenue,Celebration,Osceola,Florida,
1009482,Celina Farmers' Market ,http://www.localharvest.org/celina-farmers-market-M57899,"101 N. Main Street, Courthouse Square",Celina,,Ohio,45822
1018734,Celina's Friday Night Market,http://celinamarketonthesquare.com/,142 N Ohio Street,Celina,Collin,Texas,75009
1004680,Centennial Lakes Farmers Market,http://www.CentennialLakesPark.com,7499 France Avenue,Edina,Hennepin,Minnesota,55435
1001940,Center City Green Market,http://www.centercitygreenmarket.com,101 S Tryon St,Charlotte,Mecklenburg,North Carolina,28202
2000001,Center for Design Practice - Mobile Farmers Market,http://www.realfoodfarm.org/get-food/mobilemarket/,,,,Maryland,
1001036,Center Market,http://www.anchoragemarkets.com,University Center (Old Seward Highway & 36 Avenue,Anchorage,,Alaska,
1004624,Center Point Farmer's Market,,2209 Center Point Parkway,Center Point,Jefferson,Alabama,35215
1004625,CENTER POINT PARKWAY MARKET,,335 Polly Reed Road,CENTER POINT,JEFFERSON,Alabama,35215
1006984,Centerponite Mall’s Farmers Market,,3665 28th Street,Grand Rapids,Kent County,Michigan,
1018800,Centerville Farmer's Market ,http://www.centervillega.org/events/event/centerville-farmers-market/,103 East Church Street,Warner Robins,Houston,Georgia,31028
1002359,Centerville Farmers Market,,Fish Camp Restaurant location,Centerville,Hickman,Tennessee,37033
1012117,Centerville Farmers Market,,52 Twaddell Mill Road,Centerville,New Castle,Delaware,19807
1005393,Centerville Farmers Market,,Behind Schraeder Real Estate,Centerville,Wayne,Indiana,47330
1010090,Centerville Farmers Market,http://www.centervillefarmersmarket.com,892 S. Main Street,Centerville,Montgomery,Ohio,45458
1012449,CentraCare Health - Long Prairie Farmers Market ,http://www.centracare.com/wellness/farmers-market/,Southeast of the nursing home on 1st Av SE,Long Prairie ,Todd,Minnesota,56347
1012589,CentraCare Health Family Farmers Market,http://www.marketmonday.org/,1900 CentraCare Circle,St. Cloud ,Stearns,Minnesota,56303
1005208,Central Ave Farmers Market,http://www.farmernet.com,4301 Central Ave  at 43rd st,Los angeles  California,Los Angeles,California,90011
1006668,Central City Mainstreet Farmers Market,,"Courtyard Park, South 5th St",Central City,Linn,Iowa,52214
1005931,Central City Market,http://www.centralcitymarket.com,555 West 14th Street,Huntington,Cabell,West Virginia,25704
1012825,Central Falls Farmers Market,http://www.farmfresh.org/food/farmersmarkets_details.php?market=607,129 Garfield Street,Central Falls ,Providence,Rhode Island,2863
1003576,Central Kenai Peninsula Farmers Market,http://www.alaskaartguild.com,Intersection of E. Corral Avenue & Soldotna,Soldotna,Kenai Peninsula,Alaska,99669
1010399,Central Market York,http://Centralmarketyork.com,34 W. Philadelphia Street,York ,York,Pennsylvania,17401
1000352,Central NY Regional Market,,"2100 Park St,",Syracuse,Onondaga,New York,13208
1003483,Central Park FM,,19Th St. and Q St.,Bakersfield,Kern,California,
1009725,Central Sarasota Farmers Market,http://www.centralsarasotafarmersmarket.com,4748 S Beneva Road,Sarasota,Sarasota,Florida,34233
1007167,Central Texas Farmers Market,,"2310 Bliss Spillar, Marbridge Ranch Nursery",Manchaca,Travis,Texas,78652
1001831,Central Valley Farmers Market,,"900 ""G"" Street",Merced,Merced,California,
1001832,Central Valley Farmers Market,,2877 Atwater Boulevard,Atwater,Merced,California,95301
1003955,Centralia Farmers Market,,E 2nd St. at S. Locust St.,Centralia,Marion,Illinois,62801
1000799,Centreville Farmers' Market,,101 Lawyers Row,Centreville,Queen Anne's,Maryland,21617
1011326,Centro Agropecuario de San Sebastian Puerto Rico (ADEA),,Carr. 111 Km. 18 Bo. Bahomamey,San Sebastian,San Sebastian,Puerto Rico,685
1004151,Centura College,,616 Denbeigh Blvd.,Newport News,,Virginia,23608
1003440,Century City Farmers Market,http://www.ccfm.com,Constellation Blvd & Avenue of Stars,Tarzana,Los Angeles,California,91356
1002943,Ceres Farmer's Market,http://www.cerespartnership.org,2921 Third Street,Ceres,Stanislaus,California,95307
1010147,Cerritos Farmers Market,http://www.goodveg.org,17870 Park plaza Drive,Cerritos ,Los Angeles,California,90703
1011833,Certified Arkansas Farmers Market Argenta,http://www.certifiedarkansasfarmersmarket.com,6th and Main ,North Little Rock ,Pulaski,Arkansas,71114
1001583,Certified Arkansas Farmers Market Searcy,http://www.arkansasfood.net,124 E. Woodruff,Searcy,White,Arkansas,72143
1004929,Certified SC Winter Farmers Market,http://www.agriculture.sc.gov,3483 Charleston Highway,West Columbia,Lexington,South Carolina,29172
1001321,CFM at the Promenade Mall,http://www.myfarmersmarkets.com,40820 Winchester Road,Temecula,Riverside,California,92591
1009248,CFMS Certified Farmers' Market,http://www.localharvest.org/cfms-certified-farmers-markets-of-sacramento-M45555,15th and Lst (East End State Capitol Park) ,Sacramento,,California,
1000891,Chadron Farmers Market,http://www.chadron.com,"Courthouse lawn, 400 Main St.",Chadron,Dawes,Nebraska,69337
1004645,Challis Community Farmers Market,,City Park,Challis,Custer,Idaho,83226
1019225,Challis Community Farmers Market,,Challis City Park,Challis ,Custer,Idaho,83226
1002374,Chamberlain Farmers Market,,south main st and 12th,Chamberlain,Brule,South Dakota,57325
1006246,Chamblee Farmers Market,http://www.chambleefarmersmarket.com,5435 Peachtree Road,Chamblee,DeKalb,Georgia,30341
1018387,CHAMP Certified Farmer Markets - Almaden/Via Valiente Plaza,,Almaden Expressway @ Via Valiente,San Jose,Santa Clara,California,
1012507,Champaign County Farmers' Market,,Market Street and Locust Street,Urbana ,Champaign,Ohio,43078
1005289,Champion Garden Center,,3717 N. Ridge Road,Perry,Perry,Ohio,44081
1001806,Champlain Islands Farmers Market,http://www.champlainislandsfarmersmarket.com,St. Rose Church; St. Joseph's Church (S. Hero),South Hero,Grand Isle,Vermont,5486
1010786,Champlain Islands Farmers Market,http://www.champlainislandsfarmersmarket.com/,185 US Route 2,Grand Isle,Grand Isle,Vermont,5458
1010787,Champlain Islands Farmers Market - South Hero,http://www.champlainislandsfarmersmarket.com/,501 US Route 2,South Hero,Grand Isle,Vermont,5486
1018080,Chandler Farmers Market,http://www.downtownchandler.org/farmersmarket/,3 S. Arizona Ave,Chandler,Maricopa,Arizona,85225
1007672,Chandler Hill Farmers Market (Defiance),http://www.chandlerhillvineyards.com,596 Defiance Rd,Defiance,St. Charles,Missouri,63341
1005983,Channahon Farmers Market,,24856 west eames st.,channahon,Will,Illinois,60410
1000798,Chanute Farmers Market,,Santa Fe Park-South Santa Fe Street,Chanute,Neosho,Kansas,66720
1004779,Chaparral Farmers' Market,,700 State Line,Chaparral,Dona Ana,New Mexico,
1002817,Chapel Hill Mall Farmers' Market,,1710 Briargate Blvd.,Colorado Springs,El Paso,Colorado,
1004593,Chapman Food & Fitness Festival,http://www.cchaos.org,1010 Cleveland Avenue,Chico,Butte,California,95928
1002231,Chappaqua Farmers Market,http://www.chappaquafarmersmarket.org,Chappaqua Train Station,Chappaqua,Westchester,New York,10514
1006859,Chariton Farmer's Market,http://www.charitonchamber.com,N. Grand Street,Chariton,Lucas,Iowa,50049
1006941,Charlemont,,10 School St./Route 2,charlemont,Franklin,Massachusetts,
1002644,Charleroi Farmers Market,http://www.teamcharleroi.org,423 McKean Avenue,Charleroi,Washington,Pennsylvania,15022
1018171,Charles City Downtown Farmers Market,,Central Park,Charles City,Floyd,Iowa,50616
1004643,Charles R. Hegwood Farmers Market,http://www.biloxi.ms.us/pr,Underneath the I-110 overpass and Howard Avenue,Biloxi,Harrison,Mississippi,39530
1003099,Charles Square,," 1 Bennett Street,",Cambridge,Middlesex,Massachusetts,2138
1007673,Charles Street Farmers' Market,http://www.charlesstreetfridaymarket.com,Lanvale Ave at the 1700 Block of Charles Street,Baltimore,Baltimore City,Maryland,21201
1018886,Charles Town Farmers Market,,100 block of South Samuel Street,Charles Town,Jefferson,West Virginia,25414
1018335,Charleston Farmers Market,http://CharlestonFarmersMarket.com,329 Meeting Street,Charleston,Charleston,South Carolina,29403
1003250,Charleston Farmers Market,,500 7th St.,Charleston,Coles,Illinois,61920
1017995,Charleston Farmers Market,,,Charleston,Franklin,Arkansas,72933
1008484,Charleston's Farmers Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=2074,1400 South Main Street,Charleson,Mississippi,Missouri,63834
1007605,Charlestown Farmers Market,,"1 Austin Street, Thompson Square at Austin & Main Streets",Boston,,Massachusetts,2129
1005149,Charlestown Farmers Market,http://www.charlestownfarmersmarket.com,4720 Nelson Road,Lake Charles,Calcasieu,Louisiana,70605
1005148,Charlestown Farmers Market,http://www.charlestownfarmersmarket.com,1001 Ryan Street,Lake Charles,Calcasieu,Louisiana,70601
1018015,Charlestown Land Trust Farmers' Market,http://www.charlestownlandtrust.org,4150 Old Post Rd. (Route 1A),Charlestown,Washington,Rhode Island,2813
1004271,Charlevoix Farmers Market,http://www.charlevoixmainstreet.org,408 Bridge Street along East Park,Charlevoix,Charlevoix,Michigan,49720
1000974,Charlotte DDA Farmers Market,,100 block of West Harris St,Charlotte,Eaton,Michigan,48813
1010687,Charlotte Harbor Farmers Market,,22801 Bayshore Road,Charlotte Harbor ,Charlotte,Florida,33952
1011689,Charlotte Regional Farmers Market,http://www.charlottefarmersmarket.com,1801 Yorkmont Road,Charlotte,Mecklenburg,North Carolina,28217
1012019,Charlottesville City Market,http://www.charlottesville.org/departments-and-services/departments-h-z/parks-recreation-/city-market,100 Water Street,Charlottesville,Albemarle,Virginia,22902
1003164,Chateaugay Lakes Farmers' Market,http://www.adirondackfarmersmarket.com,Rt. 374 Hollywood Inn lawn,Merrill,Clinton,New York,
1003565,Chatham (Chicago) Farmers Market,,E 87th Pl at S Langley Ave,Chicago,,Illinois,60619
1004201,Chatham Borough Farmers' Market,http://www.ChathamBoroughFarmersMarket.org,Fairmount Avenue and Railroad Plaza South,Chatham,Morris,New Jersey,7928
1005834,Chatham Farmer's Market,,1652 Main Street Rte 28,Chatham,Barnstable,Massachusetts,2659
1003569,Chatham Farmers Market,,15 Church Street (Rte 203),Chatham,Columbia,New York,
1000626,Chatham Mills Farmers' Market,http://www.chathammillsfarmersmarket.com,480 Hillsboro St,Pittsboro,Chatham,North Carolina,27312
1003729,Chatsworth Farmers Market,http://www.farmernet.com,Devonshire St.,Chatsworth,Los Angeles,California,91311
1011537,Chattanooga Market,http://chattanoogamarket.com,1829 Carter St,Chattanooga,Hamilton,Tennessee,37408
1010325,Chautauqua Mall Farmer's Market,http://www.simon.com,318 East Fairmount Avenue,Lakewood,Chautauqua,New York,14750
1012273,Chazy Orchards Farm Market,http://www.chazy.com,9486 Route 9,Chazy,Clinton,New York,12921
1004684,Cheboygan Farmers Market,http://www.msue.msu.edu/cheboygan,"City Hall parking lot, State Street",Cheboygan,Cheboygan,Michigan,49721
1006635,Cheery Street Farmers Market  - WEDNESDAY MARKET on BROOKSIDE,https://www.cherrystreetfarmersmarket.com,41st and Peoria,Tulsa,Tulsa,Oklahoma,74159
1006231,Chelan Valley Farmers Market,,Johnson & Columbia,Chelan,Chelan,Washington,98816
1004463,Chelmsford Agway Winter Farmers' Market,http://chelmsfordagwayfarmersmarket.blogspot.com/,24 Maple Road,Chelmsford,Middlesex,Massachusetts,1824
1009812,Chelmsford Farmers' Market,,Chelmsford Common  ,Chelmsford,Middlesex,Massachusetts,1824
1007606,Chelsea Community Farmers Market,,Chelsea Square in front of the Police Station,Chelsea,,Massachusetts,
1002601,Chelsea Farmers Market,http://www.chelseafarmersmkt.org,222 S. Main St.,Chelsea,Washtenaw,Michigan,48118
1004754,Chelsea Farmers' Market,http://www.chelseafarmersmarket.org,Corner of Rte 110 and Rte 113,Chelsea,Orange,Vermont,5038
1009894,Chelsea's Down to Earth Farmers Market ,http://downtoearthmarkets.com/markets?region=Manhattan&market=Chelsea+Farmers+Market,383 W 23rd st,New York,New York,New York,10011
1011319,Chenchita's Communty Farmer Market,,,NYC,New York,New York,10029
1006834,Cheney Farmers Market,,Main St.,Cheney,Sedgwick,Kansas,67025
1005110,Cheney Farmers Market,http://www.cheneyfarmersmarket.com,609 2nd Street,Cheney,Spokane,Washington,99004
1001432,Cheraw Farmers Market,,101 Front Street,Cheraw,Chesterfield,South Carolina,29520
1007269,Cheriton Farmers Maket,,Main St.,Cheriton,Northampton,Virginia,23316
1012393,Cherokee County Farmers Market,,,Centre ,Cherokee,Alabama,
1005556,Cherokee Farmer's Tailgate Market,,Acquoni Road,Cherokee,Swain,North Carolina,28719
1002353,Cherokee Street International Farmers Market,http://www.cherokeemarket.org,2647 Cherokee,St. Louis,St. Louis City,Missouri,63118
1008241,Cherry County Farmer's Market,,710 E. Hwy 20,Valentine ,Cherry,Nebraska,69201
1011055,Cherry Creek Fresh Market,http://coloradofreshmarkets.com,,Denver,Denver,Colorado,
1005243,Cherry Hills Farmers Market,,26834 Cherry Hills Blvd.,Menifee,Riverside,California,92586
1006636,Cherry Street Farmers Market,https://www.cherrystreetfarmersmarket.com,15th Street between S. Rockford and S. Quaker,Tulsa,Tulsa,Oklahoma,74159
1010252,Chesaning Market off Broad,http://www.broadstreetevents.org,Broad St and S. Chapman St.,Chesaning,Saginaw,Michigan,48616
1005700,Chesapeake Farmers Market,,120 Reservation Road,Chesapeake,Chesapeake,Virginia,23322
1018731,Chester Farmers & Artisans Market,http://www.chestersc.org,111 Columbia Street,Chesster,Chester,South Carolina,29706
1005339,Chester Farmers Market,http://www.chesterfarmersmarket.com/,11801 Centre Street,Chester,Chesterfield,Virginia,23831
1003676,Chester Farmers Market,,"Route 103, The Vermont Country Store in Rockingham",Chester,Windsor,Vermont,5143
1005515,Chester Farmers Market,http://www.chesternjfarmersmarket.org,Perry Street,Chester,Morris,New Jersey,7930
1002216,Chester Farmers Market,http://www.howard-county.com,City Park,Chester,Howard,Iowa,52134
1007674,Chester Sunday Farmers’ Market,http://www.chestersundaymarket.com,23 Main Street,Chester,Middlesex,Connecticut,6412
1008606,Chesterfield County Farmers Market,,near 6701 Mimms Loop,Chesterfield,Chesterfield,Virginia,23832
1003022,Chesterfield Farmers Market,http://www.chesterfieldfarmersmarket.blogspot.com,11500 Midlothian Tpk,Richmond,Chesterfield,Virginia,23235
1004611,Chesterton's European Market,http://www.chestertonseuropeanmarket.com,220 Broadway,Chesterton,Porter,Indiana,46304
1000944,Chestertown Farmer's Market,http://www.chestertownfarmersmarket.com,6307 NYS Route 9,Chestertown,Warren,New York,12817
1002187,Chestertown Farmers' Market,http://www.chestertown.com/market/index.php,Park Row at the Fountain Park,Chestertown,Kent,Maryland,21620
1008483,Chestnut Hill Farmers' Market,http://www.farmtocity.org/FarmersMarkets.asp,Winston Rd. between Germantown Ave and Mermaid Lane,Philadelphia ,Philadelphia,Pennsylvania,19118
1002874,Cheverly Community Market,http://www.cheverlycommunitymarket.com,6401 Forest Road,Cheverly,Prince George's,Maryland,20785
1005302,Chew and E. Pleasant Farmers' Market,http://thefoodtrust.org/farmers-markets/market/chew-and-east-pleasant,Chew Avenue and E. Pleasant Street,Philadelphia,Philadelphia,Pennsylvania,19119
1012146,Chewelah Farmers Market,http://www.chewelahfarmersmarket.com,700 North Park Street,Chewelah,Stevens,Washington,99109
1002241,Cheyenne County Farmers Market,,10th & Jackson Street,Sidney,Cheyenne,Nebraska,69162
1010203,Cheyenne Farmers Market,http://www.calc.net,15th and Capitol,Cheyenne,Laramie,Wyoming,82001
1009643,Cheyenne Tuesday Farmers' Market,http://www.tuesdaymarket.org,1400 Del Range Blvd,Cheyenne,Laramie,Wyoming,82009
1003524,Cheyenne Winter Farmers' Market,,121 W. 15th Street,Cheyenne,Laramie,Wyoming,82001
1009159,Cheyenne's Road Market ,http://www.localharvest.org/cheyennes-road-market-M36408,4816 Church Rd (Cheyenne's Road Market ),Mount Laurel,,New Jersey,8054
1009499,Cheyennes Country Thangs ,http://www.cheyennescountrythangsinc.com/,19319 Holly Lane,Lutz,,Florida,33548
1000561,Chicago Heights Corner Market,http://www.chcornermarket.com,160 West Joe Orr Road,Chicago Heights,Cook,Illinois,60411
1004401,Chicago Street Farmers Market,http://www.visitfoley.org,125 East Laurel Ave.,Foley,Baldwin,Alabama,36535
1012379,Chicago-Nettelhorst French Market,http://www.bensidounmidwestmarkets.com/,"Nettelhorst School, Broadway and Melrose ",Chicago ,Cook,Illinois,
1001261,Chickasha Farmers' Market,,Corner of 7th and Chickasha Avenue,Chickasha,Grady,Oklahoma,73018
1001989,Chico CFM In Paradise,,6400 Clark Rd.,PARADISE,BUTTE,California,
1000531,Chico Wednesday Farmers Market,,"North Valley Plaza, East Ave. & Pillsbury Rd.",Chico,Butte,California,95973
1004079,CHICOPEE FARMERS MARKET,, CHICOPEE STREET,CHICOPEE,Hampden,Massachusetts,1013
1003878,Children's Hospital Farmers Market,http://www.iatp.org/minimarkets,2530 Chicago Ave S,Minneapolis,Hennepin,Minnesota,55404
1007752,Chilhowee Main Street Farmers' Market,http://www.mainstreetfarmersmarket.webs.com,108 S. Main St.,Chilhowee,Johnson,Missouri,64733
1001763,Chilhowie Farmer's Market,http://www.chilhowie.org,East Lee Highway between Chestnut and Pine Avenues (Warrior Park),Chilhowie,Smyth,Virginia,24319
1007297,Chili Farmers Market,,Chili Paul Plaza,Rochester,Monroe,New York,
1001701,Chillicothe Farmers Market,,620 N. Washington,Chillicothe,Livingston,Missouri,64601
1010226,Chillicothe Farmers' Market Association,http://www.chillicothefarmersmarket.org,475 Western Ave,Chillicothe ,Ross,Ohio,45601
1007057,Chiloquin Farm & Craft Market,,Chiloquin parking lot at Chocktoot and 1st Street,Chiloquin,Klamath,Oregon,
1002160,Chilton Farmers Market,,1041 E. Chestnut St,Chilton,Calumet,Wisconsin,53014
1018585,Chimacum Farmers Market,http://jcfmarkets.org/,9122 Rhody Dr,Chimacum,Jefferson,Washington,98325
1009284,Chimney Rock Farms ,http://www.chimneyrockfarms.com/,500 County Road 175,Bayfield ,,Colorado,81122
1019104,China Grove Farmers Market,,308 North Main Street,China Grove,Rowan,North Carolina,28023
1000877,Chincoteague Island Farmers Market,http://www.chincoteagueculturalalliance.org,6309 Church Street,Chincoteague,Accomack,Virginia,23336
1001499,Chino CFM,,13220 Central Ave.,Chino,San Bernardino,California,
1000316,Chino Valley Farmers Market,http://prescottfarmersmarket.org/,344 S. Hwy 89,Chino Valley,Yavapai,Arizona,86323
1003596,Chipley Farmers Market,,7th Street by the old train depot,Chipley,Washington,Florida,32428
